District Name,Market Name,Commodity,Variety,Grade,Price Date,temp,precip,Min Price (Rs./Quintal),Max Price (Rs./Quintal)
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,31-12-2020,27.5,0,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-12-2020,27,0,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-12-2020,26.8,0,1150,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-12-2020,27.1,0.5,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-12-2020,27,0,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-12-2020,27,1,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-12-2020,26.5,1.2,1100,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-12-2020,26.4,0.2,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-12-2020,26.1,3,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-12-2020,26.5,2.9,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-12-2020,26.8,1.4,1200,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-12-2020,26.6,1.1,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-12-2020,26.1,1.1,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-12-2020,25.9,1.9,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-12-2020,26,6,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-12-2020,26.6,5.6,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-12-2020,26.4,5.1,1050,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-12-2020,26.8,5.2,1100,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-12-2020,26.9,4.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-12-2020,27,4.3,1120,1360
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-12-2020,27,2.5,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-12-2020,26.6,1.2,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-12-2020,26.3,1.9,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-12-2020,26.1,10,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-12-2020,26.9,3.3,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-12-2020,27.1,0.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-12-2020,27.2,0,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-12-2020,27.2,0.1,1100,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-12-2020,27.1,0.3,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-12-2020,26.5,1.4,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-12-2020,26.1,4.6,120,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-11-2020,26.6,1.7,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-11-2020,26.3,0.9,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-11-2020,26,1.4,1200,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-11-2020,25,2,1250,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-11-2020,25.5,45,1250,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-11-2020,26.4,7,1250,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-11-2020,27.1,4.4,1200,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-11-2020,26.3,5.6,1200,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-11-2020,24.9,16,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-11-2020,26.3,7.7,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-11-2020,26.7,2.5,1160,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-11-2020,26.7,1.7,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-11-2020,26.3,0.7,1050,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-11-2020,25.8,4.7,1080,1330
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-11-2020,27.1,3,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-11-2020,27.3,2,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-11-2020,26.6,3.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-11-2020,27,3.4,1050,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-11-2020,26.4,3.5,1100,1200
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-11-2020,26.6,5.7,1000,1200
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-11-2020,26.1,6,1000,1150
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-11-2020,26.1,1,1200,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-11-2020,26.2,4.4,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-11-2020,26.3,2,1200,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-11-2020,26.4,10,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-11-2020,26.6,5.3,120,1320
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-11-2020,26.9,2.3,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-11-2020,26.8,3.3,1200,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-11-2020,26.6,3.7,1150,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-11-2020,26.9,8.1,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,31-10-2020,26.7,10.7,1180,1320
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-10-2020,26.2,9.4,1200,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-10-2020,26.4,6.9,1180,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-10-2020,25.5,3,1200,1340
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-10-2020,26.3,21,1160,1280
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-10-2020,25.9,8,1120,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-10-2020,26.4,17.3,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-10-2020,26.4,7.7,1130,1260
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-10-2020,26.5,2,1120,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-10-2020,26.4,5,1140,1270
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-10-2020,26.4,1.6,1130,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-10-2020,26,8.1,1150,1260
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-10-2020,26.1,6,1100,1220
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-10-2020,25.9,37,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-10-2020,25.5,42,1120,1240
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-10-2020,25.8,3,1220,1340
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-10-2020,25.3,21,1220,1330
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-10-2020,25.8,15.7,1230,1310
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-10-2020,25.7,12.3,1200,1320
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-10-2020,25.3,23,1170,1330
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-10-2020,25.1,19.2,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-10-2020,25.4,3,1220,1330
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-10-2020,25.9,1,1210,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-10-2020,25.7,4,1200,1340
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-10-2020,25.5,6,1210,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-10-2020,25.6,5,1180,1330
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-10-2020,26.1,4,1200,1340
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-10-2020,26,2.9,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-10-2020,26.3,0.8,1230,1330
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-10-2020,25.6,1.5,1250,1340
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-10-2020,25.6,2,1230,1340
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-09-2020,25.5,4.9,1230,1320
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-09-2020,25.4,5,1290,1380
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-09-2020,25.8,34,1280,1380
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-09-2020,25.6,3,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-09-2020,25.6,3.3,1270,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-09-2020,26,6,1275,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-09-2020,25.8,4.9,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-09-2020,25.8,7.8,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-09-2020,25.9,0.7,1175,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-09-2020,25.1,4.2,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-09-2020,24.7,27,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-09-2020,25.3,5.5,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-09-2020,25.4,0.3,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-09-2020,24.7,20,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-09-2020,25.1,8,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-09-2020,25.4,6.6,1220,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-09-2020,25.9,2,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-09-2020,25.2,31,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-09-2020,25.6,12.2,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-09-2020,26.2,1.5,1235,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-09-2020,24.8,4,1260,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-09-2020,26,1.6,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-09-2020,26.4,0.8,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-09-2020,26.2,0.6,1255,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-09-2020,25.4,0.8,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-09-2020,25.7,0.4,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-09-2020,25.8,0.6,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-09-2020,25.1,1.1,1230,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-09-2020,24.5,0.6,1220,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-09-2020,25.5,0.1,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,31-08-2020,25.2,0.5,1220,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-08-2020,25.2,0.5,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-08-2020,25.1,0.4,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-08-2020,24.6,3.3,1230,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-08-2020,24.8,1.7,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-08-2020,24.9,0,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-08-2020,24.8,0,1230,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-08-2020,24.5,0,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-08-2020,25,0,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-08-2020,25.2,0.4,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-08-2020,25.2,0.6,1260,1510
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-08-2020,25.4,0.4,1265,1510
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-08-2020,25.3,0.8,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-08-2020,25.2,0.4,1235,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-08-2020,24.5,0.2,1245,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-08-2020,25,1.2,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-08-2020,24.4,1.9,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-08-2020,24.3,0.5,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-08-2020,25,0,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-08-2020,23.9,0,1245,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-08-2020,24.1,0,1260,1520
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-08-2020,23.9,0,1270,1525
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-08-2020,24.2,0,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-08-2020,23.8,0,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-08-2020,23.3,0,1260,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-08-2020,23.1,0,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-08-2020,22.9,0,1235,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-08-2020,24,0,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-08-2020,23.7,0,1230,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-08-2020,24.5,0,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-08-2020,24.8,0.4,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,31-07-2020,24.4,0.7,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-07-2020,24.7,0.6,1235,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-07-2020,24.6,0.7,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-07-2020,24.5,8,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-07-2020,23.9,0.2,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-07-2020,24.4,0.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-07-2020,24.7,0.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-07-2020,24.7,0.7,1260,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-07-2020,24.9,1.9,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-07-2020,24.9,46,1300,1425
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-07-2020,24.8,1,1230,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-07-2020,24.7,2.1,1245,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-07-2020,24.6,1.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-07-2020,24.2,22,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-07-2020,23.9,1.4,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-07-2020,24.3,0,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-07-2020,24.1,0,1150,1425
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-07-2020,24.5,1,1275,1550
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-07-2020,24.1,2,1220,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-07-2020,24.6,3,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-07-2020,24.1,3,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-07-2020,24.8,8,1225,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-07-2020,24.5,8,1230,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-07-2020,25.5,2.1,1220,1470
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-07-2020,25.4,1.7,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-07-2020,25.5,1,1225,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-07-2020,24.9,1.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-07-2020,24.3,16,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-07-2020,25.2,9.4,1275,1375
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-07-2020,25,15.5,1200,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-07-2020,24.3,4.5,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-06-2020,24.3,17,1220,1470
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-06-2020,24.5,18,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-06-2020,25.5,12.1,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-06-2020,25.7,12.3,1180,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-06-2020,25.2,11.1,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-06-2020,25.7,2,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-06-2020,26.1,1,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-06-2020,25.7,0.8,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-06-2020,25,3.5,1160,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-06-2020,25.2,20,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-06-2020,25.3,8,1125,1325
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-06-2020,25.2,1,1000,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-06-2020,25.2,12,1150,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-06-2020,25.6,3,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-06-2020,26.2,5.9,1200,1430
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-06-2020,26.1,0.4,1120,1370
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-06-2020,25.8,1,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-06-2020,25.5,18,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-06-2020,26.1,12.3,1175,1430
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-06-2020,24.8,67,1150,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-06-2020,24.9,23.4,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-06-2020,25.6,12,1100,1360
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-06-2020,26.3,3.3,1000,1150
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-06-2020,26,4.1,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-06-2020,26.7,9.6,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-06-2020,26.8,7.8,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-06-2020,26.4,8.4,950,1050
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-06-2020,26.6,2.9,1050,1250
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-06-2020,25.4,27,1175,1300
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-06-2020,26.6,5.2,1140,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,31-05-2020,26.7,17,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-05-2020,26.4,2,1150,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-05-2020,26.5,7,1130,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-05-2020,27,3.7,1100,1350
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-05-2020,26.8,10,1125,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-05-2020,26.4,4,1145,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-05-2020,26.2,1,1135,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-05-2020,26.7,5,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-05-2020,27.1,5,1150,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-05-2020,26.7,3.9,1125,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-05-2020,26.8,4.2,1200,1430
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-05-2020,26.3,60,1160,1420
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-05-2020,26.7,18,1185,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-05-2020,26.7,7.9,1170,1430
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-05-2020,26.5,50,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-05-2020,26.7,2,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-05-2020,27.8,3.4,1175,1425
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-05-2020,27.6,2,1150,1420
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-05-2020,27.6,1.1,1160,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-05-2020,26.4,6,1160,1420
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-05-2020,25.4,15,1140,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-05-2020,27,17.2,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-05-2020,26.9,18,1160,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,08-05-2020,27.8,3,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,07-05-2020,27.4,9.7,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,06-05-2020,28.1,11,1150,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,05-05-2020,28.1,2.9,1240,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,04-05-2020,26.3,20,1160,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,03-05-2020,27.4,3,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,02-05-2020,27.9,2.2,1150,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,01-05-2020,27.1,26,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,30-04-2020,26.2,10.4,1200,1480
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,29-04-2020,27.9,2.2,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,28-04-2020,27.6,0.8,1225,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,27-04-2020,26.9,1.1,1125,1400
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,26-04-2020,25.7,12.1,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,25-04-2020,27.2,0.7,1200,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,24-04-2020,27.6,1.7,1170,1520
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,23-04-2020,27.7,1.9,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,22-04-2020,27.1,1.7,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,21-04-2020,27.6,2,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,20-04-2020,27.5,10,1200,1460
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,19-04-2020,27.3,0.8,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,18-04-2020,27.8,0.5,1260,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,17-04-2020,28,2.3,1225,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,16-04-2020,28.4,0.6,1250,1500
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,15-04-2020,28.3,8,1225,1450
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,14-04-2020,28.1,4.3,1350,1600
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,13-04-2020,27.6,3,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,12-04-2020,27.3,5,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,11-04-2020,27.2,9.3,1350,1600
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,10-04-2020,26.9,18,,
Gorakhpur,Chorichora,Banana - Green,Banana - Green,FAQ,09-04-2020,27.5,2.9,,
